title,type,question,A,B,C,D,answer,image
9.4 Geohazard Phenomena,radio,Volcanism / Volkanisme 是否属于 Geohazards / Geobencana ?,Yes / Ya,No / Bukan,,,A,
,radio,Landslide / Tanah runtuh 是否属于 Geohazards / Geobencana ?,Yes / Ya,No / Bukan,,,A,
,radio,Sinkhole / Lubang benam 是否属于 Geohazards / Geobencana ?,Yes / Ya,No / Bukan,,,A,
,radio,Global warming / Pemanasan global  是否属于 Geohazards / Geobencana ?,Yes / Ya,No / Bukan,,,A,
,radio,Tsunami / Tsunami 是否属于 Geohazards / Geobencana ?,Yes / Ya,No / Bukan,,,A,
,radio,Earthquake / Gempa bumi 是否属于 Geohazards / Geobencana ?,Yes / Ya,No / Bukan,,,A,
,radio,Quicksand / Tanah jerlus 是否属于 Geohazards / Geobencana ?,Yes / Ya,No / Bukan,,,A,
,radio,Acid rain / Hujan asid 是否属于 Geohazards / Geobencana ?,Yes / Ya,No / Bukan,,,A,
,radio,Air pollution / Pencemaran udara 是否属于 Geohazards / Geobencana ?,Yes / Ya,No / Bukan,,,B,
,radio,Deforestation / Penebangan hutan 是否属于 Geohazards / Geobencana ?,Yes / Ya,No / Bukan,,,B,
,radio,Noise pollution / Pencemaran bunyi 是否属于 Geohazards / Geobencana ?,Yes / Ya,No / Bukan,,,B,
,radio,Plastic pollution / Pencemaran plastik 是否属于 Geohazards / Geobencana ?,Yes / Ya,No / Bukan,,,B,
,radio,Overfishing / Penangkapan ikan berlebihan 是否属于 Geohazards / Geobencana ?,Yes / Ya,No / Bukan,,,B,
,radio,Urbanization / Pembandaran 是否属于 Geohazards / Geobencana ?,Yes / Ya,No / Bukan,,,B,
,radio,Ozone depletion / Penipisan ozon 是否属于 Geohazards / Geobencana ?,Yes / Ya,No / Bukan,,,B,
,radio,Soil erosion (by farming) / Hakisan tanah (oleh pertanian) 是否属于 Geohazards / Geobencana ?,Yes / Ya,No / Bukan,,,B,
,radio,loss of life / kehilangan nyawa 是否是 Impact of geohazards / Kesan geobencana?,Yes / Ya,No / Bukan,,,A,
,radio,dieseases / penyakit 是否是 Impact of geohazards / Kesan geobencana?,Yes / Ya,No / Bukan,,,A,
,radio,starvation / kebuluran 是否是 Impact of geohazards / Kesan geobencana?,Yes / Ya,No / Bukan,,,A,
,radio,damage to properties / kerosakan harta benda 是否是 Impact of geohazards / Kesan geobencana?,Yes / Ya,No / Bukan,,,A,
,radio,Increase in tourism / Peningkatan pelancongan 是否是 Impact of geohazards / Kesan geobencana?,Yes / Ya,No / Bukan,,,B,
,radio,Better internet connection / Sambungan internet yang lebih baik 是否是 Impact of geohazards / Kesan geobencana?,Yes / Ya,No / Bukan,,,B,
,radio,Discovery of new species / Penemuan spesies baharu 是否是 Impact of geohazards / Kesan geobencana?,Yes / Ya,No / Bukan,,,B,
,radio,Improvement in education / Peningkatan dalam pendidikan 是否是 Impact of geohazards / Kesan geobencana?,Yes / Ya,No / Bukan,,,B,
